Id,Start,Name,Impact,Currency
6273bdfe-ae63-45bf-a701-ee116c6623c4,11/05/2025 07:45:00,Industrial Output (MoM),LOW,EUR
269f6e59-b6b2-4c7c-80b1-1d7308ab7f5e,11/05/2025 08:50:00,HCOB Composite PMI,LOW,EUR
a633b934-7c14-4145-bf9d-5c7f52865d06,11/05/2025 08:50:00,HCOB Services PMI,LOW,EUR
2951939c-a195-42b2-83e4-76d2c872cf0f,11/06/2025 07:45:00,Nonfarm Payrolls (QoQ),LOW,EUR
db3f712b-38fb-4f0e-a949-0e82ef83785d,11/06/2025 09:50:00,10-y Bond Auction,LOW,EUR
3b0ce17a-417f-4f36-bbbc-2b1d2351491b,11/07/2025 07:45:00,Current Account,LOW,EUR
ff2c2902-30bc-40d9-a038-8c4fcb92b0a4,11/07/2025 07:45:00,"Exports, EUR",LOW,EUR
529e5dca-e589-403b-b1a0-a59609a864ec,11/07/2025 07:45:00,"Imports, EUR",LOW,EUR
1402e045-6687-415f-8fcd-a740eddf3823,11/07/2025 07:45:00,Trade Balance EUR,LOW,EUR
619b26db-b785-4a25-b5ff-1cd5fb077ac5,11/13/2025 06:30:00,ILO Unemployment,LOW,EUR
a0833459-bd6d-43d0-a04e-25c287366ced,11/14/2025 07:45:00,Consumer Price Index (EU norm) (MoM),LOW,EUR
b7ef3ca6-6553-42c7-a4a4-44d518b97e7a,11/14/2025 07:45:00,Consumer Price Index (EU norm) (YoY),MEDIUM,EUR
862280db-cc7d-431e-90ea-0fd38596b2ed,11/14/2025 07:45:00,Inflation ex-tobacco (MoM),LOW,EUR
0910d376-fa02-4264-9eee-643dc31339c3,11/21/2025 07:45:00,Business Climate in Manufacturing,LOW,EUR
badd63cc-6120-4503-b973-5ebc50ecc8a0,11/21/2025 08:15:00,HCOB Composite PMI,MEDIUM,EUR
c3eca8a7-b2ee-40f8-ad0f-685159ef97f3,11/21/2025 08:15:00,HCOB Manufacturing PMI,MEDIUM,EUR
40fe645c-07bd-433e-b139-76e0adac7564,11/21/2025 08:15:00,HCOB Services PMI,MEDIUM,EUR
aea1de22-736a-4270-bf9f-de06375b301f,11/26/2025 07:45:00,Consumer Confidence,LOW,EUR
c54e50fc-5d23-428e-979c-6e029d75a2d3,11/28/2025 07:45:00,Consumer Price Index (EU norm) (MoM),LOW,EUR
ec895e2c-7b71-4628-bfa9-1f2378c30d8f,11/28/2025 07:45:00,Consumer Price Index (EU norm) (YoY),MEDIUM,EUR
1addf250-db92-4b0f-a38d-dd53f04ac8c3,11/28/2025 07:45:00,Consumer Spending (MoM),LOW,EUR
3cd83b77-29c4-4a43-ad8b-80def989cf2b,11/28/2025 07:45:00,Gross Domestic Product (QoQ),LOW,EUR
73354136-18fd-42f2-b753-cc4073a71369,11/28/2025 07:45:00,Nonfarm Payrolls (QoQ),LOW,EUR
b1870170-fa1f-44ff-bd65-44bdf98e7541,11/28/2025 07:45:00,Producer Prices (MoM),LOW,EUR
69bd456e-9db9-4828-b6c4-14222d582e5b,12/01/2025 08:50:00,HCOB Manufacturing PMI,LOW,EUR
eb2388cd-0747-4ed4-9254-cb2d5649bb18,12/03/2025 08:50:00,HCOB Composite PMI,LOW,EUR
ef2d41a0-6e96-4ae8-9c98-fa082da89d3b,12/03/2025 08:50:00,HCOB Services PMI,LOW,EUR
1cd13b64-4545-457a-972e-15c789bf5762,12/04/2025 07:45:00,Budget Balance,LOW,EUR
a90c9aac-8a02-4380-a47a-a7437050860e,12/05/2025 07:45:00,Current Account,LOW,EUR
e8fb2f12-eba5-4193-ab28-13f905f477c7,12/05/2025 07:45:00,"Exports, EUR",LOW,EUR
5c2be1b6-50dd-43a9-9d02-9c5cfa838b95,12/05/2025 07:45:00,"Imports, EUR",LOW,EUR
d5f951e5-494b-46b1-b8f2-6c49e4d1dfda,12/05/2025 07:45:00,Industrial Output (MoM),LOW,EUR
12ee051e-832d-409b-b757-d5916fa1f546,12/05/2025 07:45:00,Trade Balance EUR,LOW,EUR
5996b92c-1a12-4548-b8eb-cc51b53f86c1,12/12/2025 07:45:00,Consumer Price Index (EU norm) (MoM),LOW,EUR
07768ed2-141f-46c0-b6e9-5559f4be84d8,12/12/2025 07:45:00,Consumer Price Index (EU norm) (YoY),MEDIUM,EUR
f4052366-f855-4d5a-a56a-2e6eecf255fd,12/12/2025 07:45:00,Inflation ex-tobacco (MoM),LOW,EUR
e4a699f6-8efe-4dda-afcc-75974efe7e67,12/16/2025 08:15:00,HCOB Composite PMI,MEDIUM,EUR
316b371e-64dd-4a0c-a6ba-70c0b1420fe0,12/16/2025 08:15:00,HCOB Manufacturing PMI,MEDIUM,EUR
44a4b273-6133-432a-aed0-61d2b3b4b31e,12/16/2025 08:15:00,HCOB Services PMI,MEDIUM,EUR
fecf2728-b76a-408c-be7f-aa6e0dab991e,12/19/2025 07:45:00,Business Climate in Manufacturing,LOW,EUR
6cc96e52-143d-4fef-87c9-6b4c817a3fab,12/19/2025 07:45:00,Producer Prices (MoM),LOW,EUR
8047600d-e06d-4c0f-9820-251cf3e68573,01/02/2026 07:45:00,Consumer Price Index (EU norm) (MoM),LOW,EUR
570743bb-22f1-4a6f-8e57-ffdfccad4b3b,01/02/2026 07:45:00,Consumer Price Index (EU norm) (YoY),MEDIUM,EUR
b7e72cb6-ac59-4cd4-98d1-d5dd9110e4f9,01/02/2026 08:50:00,HCOB Manufacturing PMI,LOW,EUR
1d8d27a5-9af3-42d1-8fd5-44de4dcb065d,01/05/2026 08:50:00,HCOB Composite PMI,LOW,EUR
af61e9b7-89c2-4b6a-b466-d8ac4d682dee,01/05/2026 08:50:00,HCOB Services PMI,LOW,EUR
271d1134-f376-406e-bdd6-b68d8dbb43a2,01/07/2026 07:45:00,Consumer Confidence,LOW,EUR
29b0361b-7d3b-4ce5-bf7f-13e589d7c354,01/08/2026 07:45:00,Current Account,LOW,EUR
d0a55c60-e2a4-496f-bdf9-1074b0b40f87,01/08/2026 07:45:00,"Exports, EUR",LOW,EUR
446aa446-440d-4fd7-9de4-dc2ba54f71d1,01/08/2026 07:45:00,"Imports, EUR",LOW,EUR
5051a86e-addf-49d6-966a-d4c5a293b96e,01/08/2026 07:45:00,Trade Balance EUR,LOW,EUR
69dc3705-3e90-4bea-9eef-0b06f8f62264,01/09/2026 07:45:00,Consumer Spending (MoM),LOW,EUR
3853f045-5a15-4002-a946-a9880122251e,01/09/2026 07:45:00,Industrial Output (MoM),LOW,EUR
a28aff88-857b-4128-8cf6-5a40483b230f,01/13/2026 07:45:00,Consumer Price Index (EU norm) (MoM),LOW,EUR
e8ca2325-f716-4724-8d2d-d7f8e650fd7f,01/13/2026 07:45:00,Consumer Price Index (EU norm) (YoY),MEDIUM,EUR
ae507538-be1b-4491-954b-ba726ca2d75f,01/13/2026 07:45:00,Inflation ex-tobacco (MoM),LOW,EUR
54b6290f-174c-46cd-bdfa-e663cd124c44,01/14/2026 07:45:00,Budget Balance,LOW,EUR
